93, 1, 1647, 1208, 1764, 1367
47, 1, 1615, 750, 1774, 1029
47, 1, 1488, 773, 1654, 1044
29, 2, 1647, 1208, 1764, 1367
93, 2, 1615, 750, 1774, 1029
93, 2, 1488, 773, 1654, 1044
77, 3, 1647, 1208, 1764, 1367
77, 3, 1615, 750, 1774, 1029
49, 3, 1488, 773, 1654, 1044
57, 4, 1647, 1208, 1764, 1367
29, 4, 1615, 750, 1774, 1029
98, 4, 1488, 773, 1654, 1044
94, 5, 1647, 1208, 1764, 1367
93, 5, 1615, 750, 1774, 1029
29, 5, 1488, 773, 1654, 1044
93, 14, 1647, 1208, 1764, 1367
38, 14, 1615, 750, 1774, 1029
14, 14, 1488, 773, 1654, 1044
97, 15, 1647, 1208, 1764, 1367
71, 15, 1615, 750, 1774, 1029
96, 15, 1488, 773, 1654, 1044
77, 16, 1647, 1208, 1764, 1367
48, 16, 1615, 750, 1774, 1029
94, 16, 1488, 773, 1654, 1044
86, 17, 1647, 1208, 1764, 1367
97, 17, 1615, 750, 1774, 1029
93, 17, 1488, 773, 1654, 1044
94, 18, 1647, 1208, 1764, 1367
49, 18, 1615, 750, 1774, 1029
75, 18, 1488, 773, 1654, 1044
38, 19, 1647, 1208, 1764, 1367
93, 19, 1615, 750, 1774, 1029
93, 19, 1488, 773, 1654, 1044
96, 20, 1647, 1208, 1764, 1367
94, 20, 1615, 750, 1774, 1029
75, 20, 1488, 773, 1654, 1044
14, 26, 1647, 1208, 1764, 1367
97, 26, 1615, 750, 1774, 1029
98, 26, 1488, 773, 1654, 1044
16, 28, 1647, 1208, 1764, 1367
93, 28, 1615, 750, 1774, 1029
93, 28, 1488, 773, 1654, 1044
93, 29, 1647, 1208, 1764, 1367
97, 29, 1615, 750, 1774, 1029
19, 29, 1488, 773, 1654, 1044
79, 31, 1647, 1208, 1764, 1367
93, 31, 1615, 750, 1774, 1029
93, 31, 1488, 773, 1654, 1044
48, 33, 1647, 1208, 1764, 1367
16, 33, 1615, 750, 1774, 1029
48, 33, 1488, 773, 1654, 1044
86, 34, 1647, 1208, 1764, 1367
48, 34, 1615, 750, 1774, 1029
2, 34, 1488, 773, 1654, 1044
86, 35, 1647, 1208, 1764, 1367
97, 35, 1615, 750, 1774, 1029
64, 35, 1488, 773, 1654, 1044
96, 36, 1647, 1208, 1764, 1367
48, 36, 1615, 750, 1774, 1029
96, 36, 1488, 773, 1654, 1044
32, 37, 1647, 1208, 1764, 1367
11, 37, 1615, 750, 1774, 1029
82, 37, 1488, 773, 1654, 1044
49, 38, 1647, 1208, 1764, 1367
55, 38, 1615, 750, 1774, 1029
57, 38, 1488, 773, 1654, 1044
57, 39, 1647, 1208, 1764, 1367
75, 39, 1615, 750, 1774, 1029
94, 39, 1488, 773, 1654, 1044
86, 40, 1647, 1208, 1764, 1367
79, 40, 1615, 750, 1774, 1029
15, 40, 1488, 773, 1654, 1044
75, 41, 1647, 1208, 1764, 1367
79, 41, 1615, 750, 1774, 1029
79, 41, 1488, 773, 1654, 1044
28, 42, 1647, 1208, 1764, 1367
53, 42, 1615, 750, 1774, 1029
75, 42, 1488, 773, 1654, 1044
92, 43, 1647, 1208, 1764, 1367
64, 43, 1615, 750, 1774, 1029
97, 43, 1488, 773, 1654, 1044
89, 44, 1647, 1208, 1764, 1367
89, 44, 1615, 750, 1774, 1029
96, 44, 1488, 773, 1654, 1044
38, 45, 1647, 1208, 1764, 1367
94, 45, 1615, 750, 1774, 1029
28, 45, 1488, 773, 1654, 1044
75, 46, 1647, 1208, 1764, 1367
40, 46, 1615, 750, 1774, 1029
14, 46, 1488, 773, 1654, 1044
33, 47, 1647, 1208, 1764, 1367
2, 47, 1615, 750, 1774, 1029
2, 47, 1488, 773, 1654, 1044
64, 48, 1647, 1208, 1764, 1367
13, 48, 1615, 750, 1774, 1029
64, 48, 1488, 773, 1654, 1044
81, 49, 1647, 1208, 1764, 1367
46, 49, 1615, 750, 1774, 1029
33, 49, 1488, 773, 1654, 1044
81, 50, 1647, 1208, 1764, 1367
86, 50, 1615, 750, 1774, 1029
63, 50, 1488, 773, 1654, 1044
14, 51, 1647, 1208, 1764, 1367
94, 51, 1615, 750, 1774, 1029
75, 51, 1488, 773, 1654, 1044
98, 52, 1647, 1208, 1764, 1367
32, 52, 1615, 750, 1774, 1029
97, 52, 1488, 773, 1654, 1044
97, 53, 1647, 1208, 1764, 1367
93, 53, 1615, 750, 1774, 1029
19, 53, 1488, 773, 1654, 1044
97, 54, 1647, 1208, 1764, 1367
75, 54, 1615, 750, 1774, 1029
75, 54, 1488, 773, 1654, 1044
63, 55, 1647, 1208, 1764, 1367
57, 55, 1615, 750, 1774, 1029
99, 55, 1488, 773, 1654, 1044
86, 56, 1647, 1208, 1764, 1367
77, 56, 1615, 750, 1774, 1029
79, 56, 1488, 773, 1654, 1044
81, 57, 1647, 1208, 1764, 1367
97, 57, 1615, 750, 1774, 1029
97, 57, 1488, 773, 1654, 1044
75, 58, 1647, 1208, 1764, 1367
75, 58, 1615, 750, 1774, 1029
77, 58, 1488, 773, 1654, 1044
93, 59, 1647, 1208, 1764, 1367
57, 59, 1615, 750, 1774, 1029
57, 59, 1488, 773, 1654, 1044
84, 60, 1647, 1208, 1764, 1367
93, 60, 1615, 750, 1774, 1029
86, 60, 1488, 773, 1654, 1044
72, 61, 1647, 1208, 1764, 1367
86, 61, 1615, 750, 1774, 1029
14, 61, 1488, 773, 1654, 1044
38, 62, 1647, 1208, 1764, 1367
77, 62, 1615, 750, 1774, 1029
32, 62, 1488, 773, 1654, 1044
38, 63, 1647, 1208, 1764, 1367
8, 63, 1615, 750, 1774, 1029
57, 63, 1488, 773, 1654, 1044
71, 64, 1647, 1208, 1764, 1367
47, 64, 1615, 750, 1774, 1029
57, 64, 1488, 773, 1654, 1044
77, 65, 1647, 1208, 1764, 1367
94, 65, 1615, 750, 1774, 1029
79, 65, 1488, 773, 1654, 1044
94, 66, 1647, 1208, 1764, 1367
57, 66, 1615, 750, 1774, 1029
57, 66, 1488, 773, 1654, 1044
42, 67, 1647, 1208, 1764, 1367
93, 67, 1615, 750, 1774, 1029
55, 67, 1488, 773, 1654, 1044
94, 68, 1647, 1208, 1764, 1367
97, 68, 1615, 750, 1774, 1029
97, 68, 1488, 773, 1654, 1044
71, 69, 1647, 1208, 1764, 1367
57, 69, 1615, 750, 1774, 1029
57, 69, 1488, 773, 1654, 1044
75, 70, 1647, 1208, 1764, 1367
57, 70, 1615, 750, 1774, 1029
49, 70, 1488, 773, 1654, 1044
79, 71, 1647, 1208, 1764, 1367
36, 71, 1615, 750, 1774, 1029
57, 71, 1488, 773, 1654, 1044
10, 72, 1647, 1208, 1764, 1367
79, 72, 1615, 750, 1774, 1029
94, 72, 1488, 773, 1654, 1044
57, 73, 1647, 1208, 1764, 1367
57, 73, 1615, 750, 1774, 1029
49, 73, 1488, 773, 1654, 1044
71, 74, 1647, 1208, 1764, 1367
38, 74, 1615, 750, 1774, 1029
49, 74, 1488, 773, 1654, 1044
38, 75, 1647, 1208, 1764, 1367
57, 75, 1615, 750, 1774, 1029
57, 75, 1488, 773, 1654, 1044
93, 76, 1647, 1208, 1764, 1367
75, 76, 1615, 750, 1774, 1029
94, 76, 1488, 773, 1654, 1044
57, 77, 1647, 1208, 1764, 1367
49, 77, 1615, 750, 1774, 1029
77, 77, 1488, 773, 1654, 1044
71, 78, 1647, 1208, 1764, 1367
57, 78, 1615, 750, 1774, 1029
57, 78, 1488, 773, 1654, 1044
94, 79, 1647, 1208, 1764, 1367
21, 79, 1615, 750, 1774, 1029
16, 79, 1488, 773, 1654, 1044
95, 80, 1647, 1208, 1764, 1367
1, 80, 1615, 750, 1774, 1029
57, 80, 1488, 773, 1654, 1044
72, 82, 1647, 1208, 1764, 1367
21, 82, 1615, 750, 1774, 1029
57, 82, 1488, 773, 1654, 1044
28, 83, 1647, 1208, 1764, 1367
21, 83, 1615, 750, 1774, 1029
96, 83, 1488, 773, 1654, 1044
72, 84, 1647, 1208, 1764, 1367
93, 84, 1615, 750, 1774, 1029
91, 84, 1488, 773, 1654, 1044
21, 85, 1647, 1208, 1764, 1367
21, 85, 1615, 750, 1774, 1029
21, 85, 1488, 773, 1654, 1044
39, 86, 1647, 1208, 1764, 1367
9, 86, 1615, 750, 1774, 1029
39, 86, 1488, 773, 1654, 1044
57, 87, 1647, 1208, 1764, 1367
92, 87, 1615, 750, 1774, 1029
9, 87, 1488, 773, 1654, 1044
96, 88, 1647, 1208, 1764, 1367
57, 88, 1615, 750, 1774, 1029
96, 88, 1488, 773, 1654, 1044
16, 89, 1647, 1208, 1764, 1367
75, 89, 1615, 750, 1774, 1029
96, 89, 1488, 773, 1654, 1044
9, 90, 1647, 1208, 1764, 1367
6, 90, 1615, 750, 1774, 1029
14, 90, 1488, 773, 1654, 1044
96, 91, 1647, 1208, 1764, 1367
21, 91, 1615, 750, 1774, 1029
96, 91, 1488, 773, 1654, 1044
57, 92, 1647, 1208, 1764, 1367
96, 92, 1615, 750, 1774, 1029
57, 92, 1488, 773, 1654, 1044
96, 93, 1647, 1208, 1764, 1367
96, 93, 1615, 750, 1774, 1029
96, 93, 1488, 773, 1654, 1044
79, 94, 1647, 1208, 1764, 1367
8, 94, 1615, 750, 1774, 1029
79, 94, 1488, 773, 1654, 1044
38, 95, 1647, 1208, 1764, 1367
75, 95, 1615, 750, 1774, 1029
97, 95, 1488, 773, 1654, 1044
73, 96, 1647, 1208, 1764, 1367
96, 96, 1615, 750, 1774, 1029
79, 96, 1488, 773, 1654, 1044
77, 97, 1647, 1208, 1764, 1367
96, 97, 1615, 750, 1774, 1029
84, 97, 1488, 773, 1654, 1044
79, 98, 1647, 1208, 1764, 1367
73, 98, 1615, 750, 1774, 1029
73, 98, 1488, 773, 1654, 1044
94, 99, 1647, 1208, 1764, 1367
73, 99, 1615, 750, 1774, 1029
57, 99, 1488, 773, 1654, 1044
97, 100, 1647, 1208, 1764, 1367
75, 100, 1615, 750, 1774, 1029
77, 100, 1488, 773, 1654, 1044
73, 101, 1647, 1208, 1764, 1367
73, 101, 1615, 750, 1774, 1029
75, 101, 1488, 773, 1654, 1044
63, 102, 1647, 1208, 1764, 1367
49, 102, 1615, 750, 1774, 1029
49, 102, 1488, 773, 1654, 1044
57, 103, 1647, 1208, 1764, 1367
75, 103, 1615, 750, 1774, 1029
79, 103, 1488, 773, 1654, 1044
86, 104, 1647, 1208, 1764, 1367
94, 104, 1615, 750, 1774, 1029
94, 104, 1488, 773, 1654, 1044
33, 105, 1647, 1208, 1764, 1367
55, 105, 1615, 750, 1774, 1029
38, 105, 1488, 773, 1654, 1044
38, 106, 1647, 1208, 1764, 1367
32, 106, 1615, 750, 1774, 1029
94, 106, 1488, 773, 1654, 1044
94, 107, 1647, 1208, 1764, 1367
48, 107, 1615, 750, 1774, 1029
48, 107, 1488, 773, 1654, 1044
33, 108, 1647, 1208, 1764, 1367
93, 108, 1615, 750, 1774, 1029
0, 108, 1488, 773, 1654, 1044
48, 109, 1647, 1208, 1764, 1367
94, 109, 1615, 750, 1774, 1029
75, 109, 1488, 773, 1654, 1044
57, 110, 1647, 1208, 1764, 1367
73, 110, 1615, 750, 1774, 1029
73, 110, 1488, 773, 1654, 1044
86, 111, 1647, 1208, 1764, 1367
73, 111, 1615, 750, 1774, 1029
98, 111, 1488, 773, 1654, 1044
94, 112, 1647, 1208, 1764, 1367
79, 112, 1615, 750, 1774, 1029
75, 112, 1488, 773, 1654, 1044
79, 113, 1647, 1208, 1764, 1367
94, 113, 1615, 750, 1774, 1029
77, 113, 1488, 773, 1654, 1044
94, 114, 1647, 1208, 1764, 1367
42, 114, 1615, 750, 1774, 1029
98, 114, 1488, 773, 1654, 1044
33, 115, 1647, 1208, 1764, 1367
81, 115, 1615, 750, 1774, 1029
94, 115, 1488, 773, 1654, 1044
57, 116, 1647, 1208, 1764, 1367
75, 116, 1615, 750, 1774, 1029
94, 116, 1488, 773, 1654, 1044
86, 117, 1647, 1208, 1764, 1367
14, 117, 1615, 750, 1774, 1029
38, 117, 1488, 773, 1654, 1044
75, 118, 1647, 1208, 1764, 1367
15, 118, 1615, 750, 1774, 1029
57, 118, 1488, 773, 1654, 1044
96, 119, 1647, 1208, 1764, 1367
99, 119, 1615, 750, 1774, 1029
98, 119, 1488, 773, 1654, 1044
48, 120, 1647, 1208, 1764, 1367
3, 120, 1615, 750, 1774, 1029
